Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-JUN-2026|ADMR|EQUITY|40882331500|1345|807902600|35815390591|109622600|0|1506078175|509794886|11103617|27720700|1171900|38788785069|12743561|589234198|225005230|729361711|3413100|271278568|20859074|0|241650989|2093546431
30-JUN-2026|ADRO|EQUITY|29389689400|2260|409006012|16676922753|100496868|1500|7436862828|392735425|21635467|17547100|679700|25055887653|10294800|783947365|442988003|542985137|8183942|2013957160|93988824|29467000|407989516|4333801747
30-JUN-2026|AEGS|EQUITY|1006080721|37|0|11952000|0|0|934230696|0|25|0|0|946182721|0|0|0|0|1098000|0|58800000|0|0|59898000
30-JUN-2026|AGAR|EQUITY|1000000000|202|0|798985100|0|0|200740300|0|0|0|0|999725400|0|200|0|85400|25200|0|163800|0|0|274600
30-JUN-2026|AGII|EQUITY|3066660000|2480|0|1017477629|0|0|60489591|42219700|759060|100|0|1120946080|0|1085429620|0|12007100|9450400|2924200|4759600|0|0|1114570920
30-JUN-2026|AGRO|EQUITY|24740494294|134|0|129402590|602594703|21315121486|2399513923|10187398|835892|2895094|894971|24461446057|0|0|0|7274552|11606037|0|3150667|0|80|22031336
30-JUN-2026|AGRS|EQUITY|47864384874|60|0|411914772|0|0|1677708335|0|1414728346|681|0|3504352134|0|0|0|4739247854|31860498|0|688342|0|1|4771796695
30-JUN-2026|AHAP|EQUITY|4900000000|81|3066343009|56993181|0|0|1544488878|0|55263|66|0|4667880397|64086000|0|0|10573041|153119649|0|0|0|55|227778745
30-JUN-2026|AIMS|EQUITY|220000000|410|0|143770842|0|0|75819958|0|18000|0|0|219608800|0|0|0|100|230700|0|10400|0|0|241200
30-JUN-2026|AISA|EQUITY|9311800000|94|169631429|6994316655|4350400|0|1626067926|3364513|1031097|460|8794665|8807557145|0|320084408|1927300|164490812|7209125|0|9903100|0|610|503615355
30-JUN-2026|AKKU|EQUITY|6449463636|38|0|5519566100|0|0|635461636|0|664400|6900|0|6155699036|0|267924000|0|23000100|800200|0|2040300|0|0|293764600
30-JUN-2026|AKPI|EQUITY|612248000|466|4000|146213173|0|2|100194004|17500|2122|0|0|246430801|0|0|34|109168|620603|0|94400|0|10033|834238
30-JUN-2026|AKRA|EQUITY|20073474600|1210|932953300|3376812200|151980000|5000000|840845685|516190241|3523590|26434825|1418800|5855158641|35431200|129484275|919565937|525929505|4484100|1751229066|138362726|15724756|986475294|4506686859
30-JUN-2026|AKSI|EQUITY|720000000|198|0|6486844|0|0|51004756|0|0|0|0|57491600|0|0|0|100|46500|0|300|0|0|46900
30-JUN-2026|ALDO|EQUITY|2700713744|695|0|1952240032|0|0|748017786|0|82|0|0|2700257900|0|0|0|454632|1200|0|0|0|12|455844
30-JUN-2026|ALII|EQUITY|15825800000|710|0|5332552800|0|0|500002710|0|500000|0|0|5833055510|0|7044904850|0|5080400|339859600|2600219340|2680300|0|0|9992744490
30-JUN-2026|ALKA|EQUITY|507665055|480|0|14391800|0|77500|49232605|0|21200|0|0|63723105|0|0|0|403900|2625223|0|100|0|0|3029223
30-JUN-2026|ALMI|EQUITY|3816000000|74|0|97045340|0|0|47006400|0|303000|0|0|144354740|0|0|0|32818700|725800|0|1604500|0|0|35149000
30-JUN-2026|ALTO|EQUITY|2191870558|18|0|1371844916|0|0|577065024|0|229039618|0|0|2177949558|0|0|0|7560100|11000|0|6098400|0|0|13669500
30-JUN-2026|AMAG|EQUITY|5001552516|396|55806100|191757021|210019533|388000000|34536396|0|23887500|0|0|904006550|0|5413700|0|2709900|7760400|2066800|78186000|0|100000|96236800
30-JUN-2026|AMAN|EQUITY|3873500000|252|0|100|0|0|582879800|0|0|0|0|582879900|0|0|0|2118900|1000|0|200|0|0|2120100
30-JUN-2026|AMAR|EQUITY|18381094760|194|0|1272549360|0|367421455|429901174|0|511|176|0|2069872676|0|14871331344|0|1205416704|395803|19095238|30350720|0|821275|16127411084
30-JUN-2026|AMFG|EQUITY|434000000|2990|23500|13622082|0|0|35073100|28600|35076|0|0|48782358|110700|20496500|162700|2579700|383200|145300|12584600|76900|217542|36757142
30-JUN-2026|AMIN|EQUITY|1080000000|242|0|0|0|0|81653700|0|0|0|0|81653700|0|17438300|0|2821900|235164500|0|12121600|0|0|267546300
30-JUN-2026|AMMN|EQUITY|72518217656|3100|418612167|58692360351|65541300|0|1720268935|410060544|1302590499|10639700|600000|62620673496|26951714|6269221689|113706975|920372824|20299100|1948394862|317748389|0|280848607|9897544160
30-JUN-2026|AMMS|EQUITY|1235296802|316|0|361715531|0|0|242041285|0|119|38|0|603756973|0|630001529|0|236900|359400|0|942000|0|0|631539829
30-JUN-2026|AMOR|EQUITY|2222222400|318|8303400|352407800|0|0|478451700|0|30935200|0|0|870098100|10730454|0|0|981600|3204200|1088100|1280100|0|719846|18004300
30-JUN-2026|AMRT|EQUITY|41524501700|1370|664905300|23257225934|74823700|0|3996124890|520990420|4541040|13728300|500000|28532839584|56910536|4162794210|1298281918|1227940669|3135700|5103229813|356884366|3563400|778921504|12991662116
30-JUN-2026|ANDI|EQUITY|9350000000|17|20585655|817454313|563700|0|2574116254|1017794267|266762073|110879|26|4697387167|0|0|0|5100|2555933|0|21800|0|0|2582833
30-JUN-2026|ANJT|EQUITY|3354175000|1450|0|83047105|0|0|53281981|100|0|0|0|136329186|0|3217218477|0|71400|247937|0|308000|0|0|3217845814
30-JUN-2026|ANTM|EQUITY|24030764725|2590|923766415|112358801|155062863|3500012|2265177362|827972564|15053573|29201699|1000867|4333094156|83775340|86754907|1091107258|602624203|6373498|1724494943|96219304|63396100|285521658|4040267211
30-JUN-2026|APEX|EQUITY|3546466661|114|0|1288248754|0|0|951838113|0|62808039|0|0|2302894906|0|222167550|0|84777630|82467|0|771845387|0|22|1078873056
30-JUN-2026|APIC|EQUITY|11766313488|610|86796000|8102168399|11328700|0|860523023|559484775|505902125|0|0|10126203022|0|555854185|16228400|432129082|250|67262200|8361548|0|560274801|1640110466
30-JUN-2026|APII|EQUITY|1075760000|194|0|1996900|0|0|55582900|0|0|0|0|57579800|0|0|0|2356700|36757300|0|34959200|0|142971000|217044200
30-JUN-2026|APLI|EQUITY|1362671400|238|0|216741400|0|0|544991700|0|165000|0|0|761898100|0|0|0|36300|185000|0|451000|0|0|672300
30-JUN-2026|APLN|EQUITY|22699326779|103|5283600|19067045698|1150000|0|3080528716|3130200|60774855|700100|390000|22219003169|0|14427182|12468698|339160493|4292500|39608002|39893600|0|30473135|480323610
30-JUN-2026|APOL|EQUITY|16452282461|0|0|647104480|1400000|0|775297451|0|93299020|14088335|575800|1531765086|0|2653784186|0|1180647657|8159700|13668011|1410754020|0|71000000|5338013574
30-JUN-2026|ARCI|EQUITY|25235000000|880|698057800|21247896977|101647000|0|1221297723|357005083|608433285|10362200|726000|24245426068|12778700|91081700|8000000|163347462|14755400|238790100|32986960|0|427833610|989573932
30-JUN-2026|AREA|EQUITY|2539601000|224|0|383508200|0|0|119573800|0|100|0|0|503082100|0|0|0|607400|6299700|0|10800|0|0|6917900
30-JUN-2026|ARGO|EQUITY|3174339029|950|45000|659694014|0|0|2976250|0|70100|0|0|662785364|0|280|0|5363500|12150|0|5720|0|0|5381650
30-JUN-2026|ARII|EQUITY|3750000000|280|117981800|1859065300|0|0|528824300|139353900|0|35300|0|2645260600|0|335602100|0|214800400|2149300|5061700|23500|0|59741400|617378400
30-JUN-2026|ARKA|EQUITY|2000000000|22|0|1092824500|0|0|904720700|0|0|0|0|1997545200|0|0|0|100|36000|0|1168700|0|0|1204800
30-JUN-2026|ARKO|EQUITY|2928495000|4850|0|2584627318|0|0|290141150|323900|609000|0|0|2875701368|0|31477432|0|19282300|406600|0|1627300|0|0|52793632
30-JUN-2026|ARMY|EQUITY|9006250000|50|1238919479|3029439617|8227180|265999207|1803692014|1073934402|311785207|2541380|526952595|8261491081|0|454612300|0|31551200|1329019|36847100|4800|0|0|524344419
30-JUN-2026|ARNA|EQUITY|7341430976|450|211068297|1465104776|1165400|0|3589567941|49678600|619278|0|0|5317204292|0|10034200|124407100|639263278|40539728|1044513276|55291697|0|110177405|2024226684
30-JUN-2026|ARTA|EQUITY|446674175|2550|0|51876900|0|0|368080425|0|0|0|0|419957325|0|20000000|0|650|499600|0|6216600|0|0|26716850
30-JUN-2026|ARTI|EQUITY|7840000000|2|423655974|2650331886|739500000|0|3821089750|156169300|1175890|20000|23750000|7815692800|0|0|0|100|14591400|0|8340700|0|0|22932200
30-JUN-2026|ARTO|EQUITY|13861330900|965|42033044|7095653292|16134814|0|1218331579|59435214|2796144|7091965|55415|8441531467|3767000|1369043200|91925183|2015863597|4794400|244847203|67192182|25048338|1358755830|5181236933
30-JUN-2026|ASBI|EQUITY|348386472|406|13410592|315703229|22|0|14648579|0|186|40|0|343762648|0|0|0|180640|566570|0|979988|0|0|1727198
30-JUN-2026|ASDM|EQUITY|384000000|540|0|65408000|0|26400|33598820|4000000|0|0|0|103033220|0|313600|0|981400|966900|0|4415400|0|0|6677300
30-JUN-2026|ASGR|EQUITY|1348780500|1475|1552500|15048400|0|178000|239683748|8787300|128441|280400|0|265658789|115100|2740500|3563800|9301625|468900|5693700|5729000|294400|4036246|31943271
30-JUN-2026|ASHA|EQUITY|5000000000|50|0|2601130800|0|0|2357830000|0|0|0|0|4958960800|0|0|0|37961800|1077400|0|2000000|0|0|41039200
30-JUN-2026|ASIA|EQUITY|2275009490|0|250000|18089634|0|83334|1022520029|0|7509300|203|22620680|1071073180|0|334|0|1720002|7512840|0|24374843|0|1153364243|1186972262
30-JUN-2026|ASII|EQUITY|40483553140|4520|2163287902|715644000|178622392|3310650|1155537394|769353264|5091839|53211700|22981830|5067040971|143750811|344395910|1885871444|1739663067|5259830|6972254008|169959525|247698600|1679691494|13188544689
30-JUN-2026|ASJT|EQUITY|1400000000|152|28130800|19659946|1083520009|0|184343246|21908041|56358292|22|5702950|1399623306|0|0|0|174778|181216|0|20700|0|0|376694
30-JUN-2026|ASLC|EQUITY|12746354780|58|0|171457900|0|0|2253116022|0|709100|100|0|2425283122|0|39062563|0|17128400|317678800|0|1023900|0|54961300|429854963
30-JUN-2026|ASLI|EQUITY|6250000000|199|0|4178682100|0|0|2065889400|0|0|50000|0|6244621500|0|0|0|1856600|2971900|0|550000|0|0|5378500
30-JUN-2026|ASMI|EQUITY|8958380460|14|2693479000|1889884900|0|0|4274817310|431000|41941450|0|6920800|8907474460|0|23473800|0|800|21361800|0|2437200|0|3632400|50906000
30-JUN-2026|ASPI|EQUITY|683810725|362|0|357988200|0|0|321235325|0|0|0|0|679223525|0|1113000|0|400|2968700|0|500100|0|0|4582200
30-JUN-2026|ASPR|EQUITY|2712000000|138|0|274700|0|0|587285800|0|1317500|0|0|588878000|0|123600|0|2684400|220314000|0|0|0|0|223122000
30-JUN-2026|ASRI|EQUITY|19649411888|107|79805700|9411856412|66823000|0|3475408964|293130599|2829154805|1045100|250100|16157474680|0|30037997|11015000|266039572|6746000|99604494|63739850|0|32304295|509487208
30-JUN-2026|ASRM|EQUITY|1277992036|244|63894|140101829|0|0|85628713|0|1216109|567|20447956|247459068|0|20290|0|48532|46600|0|9090674|0|84|9206180
30-JUN-2026|ASSA|EQUITY|3691137517|580|11964500|1816107977|16701373|0|1304126644|44744091|873342|3109529|100|3197627556|0|13087680|9413700|146407669|86269000|66199520|113342315|0|58790077|493509961
30-JUN-2026|ATAP|EQUITY|1250000000|394|0|18772166|0|0|228840234|0|0|0|0|247612400|0|0|0|2349200|38400|0|0|0|0|2387600
30-JUN-2026|ATIC|EQUITY|2315361355|470|0|873729698|0|0|218980048|0|45|0|0|1092709791|0|863645841|169900|137200|236673623|0|25000|0|0|1100651564
30-JUN-2026|ATLA|EQUITY|6199577693|50|0|9670600|0|0|6114943508|0|180|905|2000000|6126615193|0|0|0|51561100|15405000|0|5996400|0|0|72962500
30-JUN-2026|ATPK|EQUITY|5760245414|0|334100|323695100|18900|0|250129894|0|12600|0|7733000|581923594|0|1509500|0|49622000|1161500|0|522312307|0|95936129|670541436
30-JUN-2026|AUTO|EQUITY|4819733000|2350|67546600|81845087|5444475|0|229699512|44185736|22228263|2191000|75|453140748|0|241793316|18910792|72612326|261075|102439139|23075393|0|50476654|509568695
30-JUN-2026|AVIA|EQUITY|61953555600|312|101505100|24647073200|38116600|0|1066562572|239574371|7335869|11703900|4549900|26116421512|18320900|5816432364|341975469|924891521|5401009|3059998250|69480255|0|496101120|10732600888
30-JUN-2026|AWAN|EQUITY|3435000000|160|0|14036715|0|0|340124085|0|0|0|0|354160800|0|2710800|0|2648968200|1977000|400000000|27183200|0|0|3080839200
30-JUN-2026|AXIO|EQUITY|5840126500|104|0|1143379800|0|0|545301300|0|0|0|0|1688681100|0|0|0|779600|665800|0|0|0|0|1445400
30-JUN-2026|AYAM|EQUITY|4000000000|342|0|83219100|0|0|3799279400|657000|0|303600|0|3883459100|0|0|0|49510500|264800|0|2765600|0|0|52540900
30-JUN-2026|AYLS|EQUITY|853423236|176|0|594898500|0|0|238956136|0|0|0|0|833854636|0|3173000|0|500400|3453500|0|12441700|0|0|19568600
30-JUN-2026|BABP|EQUITY|44458997354|50|117046900|27986397376|5725000|76|5155269726|94490200|4627551|3911395|24|33367468248|0|10450172655|0|95362800|18701900|100|45920301|0|36707122|10646864878
30-JUN-2026|BABY|EQUITY|2854826582|152|0|324600|0|0|129750551|0|0|0|0|130075151|0|2723829331|0|833900|88200|0|0|0|0|2724751431
30-JUN-2026|BACA|EQUITY|19953024885|99|367100000|10885179811|0|12686999|1463910787|1777587713|188147087|1006600|37500|14695656497|0|0|1408100|4806262689|203400|19795700|708090|0|229460160|5057838139
30-JUN-2026|BAIK|EQUITY|1127497572|615|0|20100|0|0|226965872|0|0|0|0|226985972|0|50000|0|445700|15900|0|0|0|0|511600
30-JUN-2026|BAJA|EQUITY|1800000000|156|0|88000000|0|0|311250400|0|0|0|0|399250400|0|0|0|721900|21200|0|6500|0|0|749600
30-JUN-2026|BALI|EQUITY|3934592500|1200|38033102|2492148421|0|0|249736427|170659300|113945450|0|0|3064522700|0|291049900|0|135652200|1297700|0|0|0|0|427999800
30-JUN-2026|BANK|EQUITY|14939731085|250|2129072500|8565703935|653300|0|278739116|1188669300|168125925|300|0|12330964376|0|1215982635|19531800|300112743|236725|78861100|15587418|0|29306777|1659619198
30-JUN-2026|BAPA|EQUITY|661784520|286|0|338060500|0|0|256665803|0|63085617|0|0|657811920|0|1032500|0|1159900|37900|0|1737300|0|0|3967600
30-JUN-2026|BAPI|EQUITY|5591980103|15|38067999|1051556620|70994|51847638|2044316901|116102322|11848613|1068929|102500|3314982516|0|0|0|40100|19337837|0|6944300|0|0|26322237
30-JUN-2026|BATA|EQUITY|1300000000|59|0|601000|0|50000|159071470|0|0|0|0|159722470|0|0|0|1499900|1877700|54313900|3096500|0|0|60788000
30-JUN-2026|BATR|EQUITY|3025037353|79|0|354728700|0|0|2668552253|0|0|0|443200|3023724153|0|0|0|1158900|149500|0|4800|0|0|1313200
30-JUN-2026|BAUT|EQUITY|4800182969|25|0|754405200|0|0|1443218429|0|40|41000|58000|2197722669|0|2600000000|0|900|2459400|0|0|0|0|2602460300
30-JUN-2026|BAYU|EQUITY|353220780|1125|607283|125142697|0|27384|30696125|21343300|11081|0|0|177827870|0|30609000|0|126620940|667841|0|772000|0|8901304|167571085
30-JUN-2026|BBCA|EQUITY|123275050000|5550|2347930190|676811585|326033400|437363600|11100401696|1218211444|109436679|73544460|14203600|16303936654|551962796|1223361552|5139363015|2811510529|326180480|19268413209|558727363|298788705|5971446817|36149754466
30-JUN-2026|BBHI|EQUITY|21730256442|995|3181|17666969404|0|120721900|1009273643|1457972|21411023|410|4626900|18824464433|0|2346460233|234000|201070402|33280480|4047400|1360130|0|102036799|2688489444
30-JUN-2026|BBKP|EQUITY|187887539870|50|19224300|3036434776|18028342|17583720|22981929046|56528500|172633652|3101754|849287735|27154751825|0|31905551794|66|404392641|217261600|209302605|209228121|0|892830875|33838567702
30-JUN-2026|BBLD|EQUITY|1645796054|535|44535385|1239303040|0|1283|28084723|1125300|33489|0|0|1313083220|0|4811595|0|252164297|70689614|0|193004|0|3530300|331388810
30-JUN-2026|BBMD|EQUITY|4090090000|1900|0|200|0|60965400|194736300|0|0|0|0|255701900|0|0|0|200|63249300|0|111048600|0|0|174298100
30-JUN-2026|BBNI|EQUITY|37297312916|3160|2498210325|153406898|148652802|83860900|3060380159|876936082|68901207|57219242|3127096|6950694711|143998939|240502461|1514363722|620993057|3945832|4000986635|121185915|7545600|1308209702|7961731863
30-JUN-2026|BBRI|EQUITY|151559001604|2730|4713902141|753397640|563716827|933287660|15953728469|2105405524|107308420|363237881|5505235323|30999219885|1147142953|1170460201|7944569631|3714486620|29949966|19819904350|603684164|85210062|5425076440|39940484387
30-JUN-2026|BBRM|EQUITY|8479490328|101|0|6643647184|0|0|345284561|0|258640|66|0|6989190451|0|1114168300|0|297993785|9482331|0|68654332|0|0|1490298748
30-JUN-2026|BBSI|EQUITY|3674723301|4750|0|3273333315|0|0|208450528|0|146|2|0|3481783991|0|0|0|168147686|200|0|12431|0|0|168160317
30-JUN-2026|BBSS|EQUITY|4800016020|88|0|796862800|0|0|502243420|0|0|0|0|1299106220|0|0|0|894800|10000|0|5000|0|0|909800
30-JUN-2026|BBTN|EQUITY|14034444413|1100|1452791192|81394901|143446500|9324489|1235510206|825530222|46698637|20707895|1269000|3816673042|23320462|69292483|244368437|251858238|2684072|832562223|61936711|66804931|244176466|1797004023
30-JUN-2026|BBYB|EQUITY|13350482346|206|35818817|6631712042|539768|0|2935210007|398587792|113780478|3285003|77556844|10196490751|0|1781966937|52213891|203349613|453849297|305058215|215073405|0|52053663|3063565021
30-JUN-2026|BCAP|EQUITY|42618850927|50|0|22756465120|49201800|0|5541636476|39486500|113015606|0|19607900|28519413402|0|6009897024|0|132683900|30373800|396600|2792817220|0|5133268981|14099437525
30-JUN-2026|BCIC|EQUITY|18109922009|111|0|278287394|0|7192|232275090|205|1716572|99|39|512286591|0|6598324220|0|13768794|1993|0|45400|0|20264|6612160671
30-JUN-2026|BCIP|EQUITY|1429915525|57|18000000|570647120|44057000|0|700642105|75777309|3683301|0|90|1412806925|0|0|0|8200900|7434000|0|1473700|0|0|17108600
30-JUN-2026|BDKR|EQUITY|4725101522|139|0|1387416500|0|0|3311982422|0|0|0|0|4699398922|0|0|0|19555900|567100|0|7800|0|5571800|25702600
30-JUN-2026|BDMN|EQUITY|9773552870|3750|21385341|187522789|13819510|717|282833690|37576978|9905719|2216171|107300|555368215|0|1362962|9214836|9143878395|1482906|17326947|8924201|0|32548110|9214738357
30-JUN-2026|BEBS|EQUITY|45000000000|5|0|19726560290|0|0|21343748210|0|480|2500|0|41070311480|0|795018225|0|2530697940|2535500|425000|581135645|0|19876210|3929688520
30-JUN-2026|BEEF|EQUITY|8120249598|127|795000|387950139|5129470|322027459|1652032515|0|232|130|0|2367934945|0|5732302743|0|9783062|1044069|0|4010966|0|40|5747140880
30-JUN-2026|BEER|EQUITY|4000000000|70|0|3427306525|5000000|0|154439000|384149800|0|14620075|10000000|3995515400|0|0|0|4342800|141800|0|0|0|0|4484600
30-JUN-2026|BEKS|EQUITY|51870438266|20|150090|521761686|1429400|27553570|16293696365|106985155|289653559|61041|2555718|17243846584|0|1720109|0|298519884|34580770|0|2015209|0|49|336836021
30-JUN-2026|BELI|EQUITY|137218985689|268|0|35870896116|561400|0|1896081427|58901700|179702830|0|0|38006143473|0|0|925821|28558386|6134946|16139177|4144900|0|1740586|57643816
30-JUN-2026|BELL|EQUITY|7250000000|87|0|6594573300|0|0|599946100|0|0|0|0|7194519400|0|0|0|49337500|47400|0|6095700|0|0|55480600
30-JUN-2026|BESS|EQUITY|3440455528|910|0|503209233|0|0|237211095|0|0|0|0|740420328|0|0|0|34700|500|0|0|0|0|35200
30-JUN-2026|BEST|EQUITY|9647311150|93|134637500|5196721900|2520000|0|2697944811|223274800|224891842|2000|0|8479992853|0|964896100|0|155825609|23605600|0|15990986|0|2|1160318297
30-JUN-2026|BFIN|EQUITY|15039383620|735|363378400|573202980|59598300|176360|2324835148|234734157|7675505|12074800|96532580|3672208230|5541800|899221799|222155434|925454417|4195560|1314473994|140746056|0|7838595170|11350384230
30-JUN-2026|BGTG|EQUITY|23970997103|104|8662300|4975523675|0|0|2553702020|8184000|130|1972137|0|7548044262|0|6083577400|0|39819000|868800|44533200|1820920391|0|50|7989718841
30-JUN-2026|BHAT|EQUITY|5000000000|1770|318560000|2887042675|0|0|120446100|449289100|55470000|0|0|3830807875|0|960125625|0|2389900|25400|0|115200|0|206536000|1169192125
30-JUN-2026|BHIT|EQUITY|86068156705|26|5095000|7272604001|29443900|1000|21055204309|175431160|337867627|15090|46800|28875708887|0|38278707037|0|3053524817|49444840|300341100|1933366479|0|13577053545|57192437818
30-JUN-2026|BIKA|EQUITY|592280000|55|0|0|0|0|592179100|0|0|0|0|592179100|0|700|0|100|0|0|100|0|0|900
30-JUN-2026|BIKE|EQUITY|1293916404|510|0|1063117084|0|0|223441620|0|100|50000|0|1286608804|0|0|0|6182100|25900|0|1099600|0|0|7307600
30-JUN-2026|BIMA|EQUITY|608175716|82|570000|21193900|0|0|44850880|0|19820200|0|0|86434980|0|0|0|100|37000|0|0|0|0|37100
30-JUN-2026|BINA|EQUITY|6134716665|4400|1869069985|1986371921|38878600|0|26234789|95559900|214200291|70|0|4230315556|0|208737600|0|593468092|1000|6068800|1034418550|0|359900|1843053942
30-JUN-2026|BINO|EQUITY|2275316111|90|0|174022700|0|0|147833861|0|50|0|0|321856611|0|1949465800|0|733500|3260200|0|0|0|0|1953459500
30-JUN-2026|BIPI|EQUITY|63710196917|112|2633852708|28625625789|16927800|0|11129356685|429287200|2889521900|0|200006|45724772088|0|4843636176|6721000|1833347900|6121500|96643800|8152362875|0|3046591578|17985424829
30-JUN-2026|BIPP|EQUITY|5028669376|53|0|897929700|21000300|1604280|828761833|9410000|656643|500|0|1759363256|0|3098530395|0|18161900|129177400|0|436500|0|0|3246306195
30-JUN-2026|BIRD|EQUITY|2502100000|1485|17641400|511331991|5343000|0|752793986|19975500|1162|0|3018|1307090057|0|60027446|6180130|46662884|477400|70101723|13675320|0|7865040|204989943
30-JUN-2026|BISI|EQUITY|3000000000|650|0|39665700|0|0|108148638|4662100|133840|0|0|152610278|20500|178118616|582900|813943011|34945441|84801615|45972400|453197|64239542|1223077222
30-JUN-2026|BJBR|EQUITY|10521443686|820|968315100|25754470|11116355|5513300|1265994217|23967661|55924994|2175760|250049|2359011906|0|11941072|29958122|47113584|202200|96419884|12435815|0|15767772|213838449
30-JUN-2026|BJTM|EQUITY|15015498082|505|453882600|63372487|14880100|1851000|2038610507|35202752|100913183|3635300|0|2712347929|0|14733400|66367050|114318644|875100|84810200|21033494|6975500|59888783|369002171
30-JUN-2026|BKDP|EQUITY|7513992252|113|72579|2606082799|0|0|1641132059|22305526|90181|47|0|4269683191|0|0|0|100|44308861|0|100|0|0|44309061
30-JUN-2026|BKSL|EQUITY|167708902705|57|220341500|58010582026|85690000|30|24512946588|2610651073|10226567156|53068160|68900|95719915433|0|823913644|480700|1193888037|223863100|347873252|986763905|0|2096630582|5673413220
30-JUN-2026|BKSW|EQUITY|35158048365|51|0|79852842|0|0|1134275587|289396400|22687|600|100|1503548216|0|0|0|32227513089|367394|0|1074782454|0|0|33302662937
30-JUN-2026|BLES|EQUITY|8890206400|139|0|962559600|0|0|477192500|4267500|0|0|0|1444019600|0|0|0|1135600|51200|0|0|0|0|1186800
30-JUN-2026|BLOG|EQUITY|3379487200|324|60900|2956757200|993800|0|419989500|388500|0|0|0|3378189900|0|200000|0|87000|660300|0|350000|0|0|1297300
30-JUN-2026|BLTA|EQUITY|25181143017|31|28973112|4981170793|88513072|470678|5608774554|656126832|162048796|2928816|9635400|11538642053|0|2259484724|140100865|1672741791|31778998|30535909|108784082|0|1143770864|5387197233
30-JUN-2026|BLTZ|EQUITY|873937142|2870|0|53400|0|0|2006850|0|4100|0|0|2064350|0|0|0|76204100|21800|0|0|0|795283292|871509192
30-JUN-2026|BLUE|EQUITY|418000000|2970|0|121063625|0|0|277171975|0|17799500|0|10600|416045700|0|633800|0|120700|1199800|0|0|0|0|1954300
30-JUN-2026|BMAS|EQUITY|18102662304|478|0|1973190292|0|0|20798984|0|10|0|0|1993989286|0|15574208968|0|534418450|33600|0|12000|0|0|16108673018
30-JUN-2026|BMBL|EQUITY|1030080995|32|0|265255200|0|0|631952895|0|30500|0|0|897238595|0|0|0|100|342300|0|0|0|0|342400
30-JUN-2026|BMHS|EQUITY|8603416176|177|56572500|5054104700|9776800|0|1989887100|47952300|650000|2079100|0|7161022500|0|1261653876|0|146490700|3414400|0|834700|0|0|1412393676
